"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"JYNNEOS (NATIONAL STOCKPILE)","SMALLPOX AND MPOX LIVE VACC/PF","This vaccine is used to help protect people who are at high risk of smallpox or monkeypox infection. Smallpox and monkeypox are caused by a certain type of virus (orthopox virus). People who are at high risk may include certain lab, health care, or public health workers, and people who have been exposed to someone infected with one of these viruses. This vaccine works by boosting the body's natural defense (immunity) against orthopox viruses. This vaccine is made using weakened live virus and cannot cause orthopox infection. It can help prevent infection with some types of orthopox viruses including smallpox, monkeypox, and vaccinia. As with any vaccine, it may not fully protect everyone who receives it. This information does not contain any assurances that this product is safe, effective or appropriate for you.","JYNNEOS (NATIONAL STOCKPILE)_SMALLPOX AND MPOX LIVE VACC/PF","Vaccine","Vaccination","vaccine"
"JYNNEOS","SMALLPOX AND MPOX LIVE VACC/PF","This vaccine is used to help protect people who are at high risk of smallpox or monkeypox infection. Smallpox and monkeypox are caused by a certain type of virus (orthopox virus). People who are at high risk may include certain lab, health care, or public health workers, and people who have been exposed to someone infected with one of these viruses. This vaccine works by boosting the body's natural defense (immunity) against orthopox viruses. This vaccine is made using weakened live virus and cannot cause orthopox infection. It can help prevent infection with some types of orthopox viruses including smallpox, monkeypox, and vaccinia. As with any vaccine, it may not fully protect everyone who receives it. This information does not contain any assurances that this product is safe, effective or appropriate for you.","JYNNEOS_SMALLPOX AND MPOX LIVE VACC/PF","Vaccine","Vaccination","vaccine"
"K EFFERVESCENT","POTASSIUM BICARBONATE/CIT AC","This medication is a mineral supplement used to treat or prevent low amounts of potassium in the blood. A normal level of potassium in the blood is important. Potassium helps your cells, kidneys, heart, muscles, and nerves work properly. Most people get enough potassium by eating a well-balanced diet. Some conditions that can lower your body's potassium level include severe prolonged diarrhea and vomiting, hormone problems such as hyperaldosteronism, or treatment with ""water pills""/diuretics.","K EFFERVESCENT_POTASSIUM BICARBONATE/CIT AC","Urology","Kidney_Renal","kidney"
"K-PHOS NEUTRAL","SOD PHOS DI, MONO/K PHOS MONO","This drug may be used in people who cannot get enough phosphorus from their diets. Phosphorus is a natural body mineral that is very important for building and maintaining bone. It helps control the amount of calcium in the body and urine.","K-PHOS NEUTRAL_SOD PHOS DI, MONO/K PHOS MONO","Orthopedics","Musculoskeletal","bone"
"K-PHOS NO.2","SOD PHOS,M-B/K PHOS,MONOB","This drug may be used in people who cannot get enough phosphorus from their diets. Phosphorus is a natural body mineral that is very important for building and maintaining bone. It helps control the amount of calcium in the body and urine.","K-PHOS NO.2_SOD PHOS,M-B/K PHOS,MONOB","Orthopedics","Musculoskeletal","bone"
"K-PHOS ORIGINAL","POTASSIUM PHOSPHATE,MONOBASIC","This medication helps control the amount of calcium in the body and urine. It works by making the urine more acidic. It is used to prevent calcium kidney stones. It is also used to decrease the amount of ammonia in urine, thereby reducing odor and skin irritation caused by high-ammonia urine. This medication is also given to help certain antibiotics for bladder infections (e.g., methenamine) work better.","K-PHOS ORIGINAL_POTASSIUM PHOSPHATE,MONOBASIC","Infectious_Disease","General_Infection","antibiotic"
"K-TAB ER","POTASSIUM CHLORIDE","This medication is a mineral supplement used to treat or prevent low amounts of potassium in the blood. A normal level of potassium in the blood is important. Potassium helps your cells, kidneys, heart, muscles, and nerves work properly. Most people get enough potassium by eating a well-balanced diet. Some conditions that can lower your body's potassium level include severe prolonged diarrhea and vomiting, hormone problems such as hyperaldosteronism, or treatment with ""water pills""/diuretics.","K-TAB ER_POTASSIUM CHLORIDE","Urology","Kidney_Renal","kidney"
"KABIVEN","AA 3.31 %/D9.8W/FAT/E-LYTES 10","Missing","KABIVEN_AA 3.31 %/D9.8W/FAT/E-LYTES 10","Missing","Missing","missing"
"KADCYLA","ADO-TRASTUZUMAB EMTANSINE","Ado-trastuzumab emtansine is used alone to treat certain types of breast cancer. This medication is used to treat tumors that produce more than the normal amount of a certain substance called HER2 protein. This medication is called a monoclonal antibody and microtubule inhibitor conjugate. Ado-trastuzumab emtansine works by attaching to the HER2 cancer cells and blocking them from dividing and growing. It may also destroy the cancer cells or signal the body (immune system) to destroy the cancer cells.","KADCYLA_ADO-TRASTUZUMAB EMTANSINE","Oncology","General_Oncology","cancer"
"KADIAN","MORPHINE SULFATE","This medication is used to help relieve severe ongoing pain (such as due to cancer). Morphine belongs to a class of drugs known as opioid (narcotic) analgesics. It works in the brain to change how your body feels and responds to pain. The higher strengths of this drug (100 milligrams per capsule and higher) should be used only if you have been regularly taking moderate to large amounts of an opioid pain medication. These strengths may cause overdose (even death) if taken by a person who has not been regularly taking opioids. Do not use the sustained-action form of morphine to relieve pain that is mild or that will go away in a few days. This medication is not for occasional (""as needed"") use.","KADIAN_MORPHINE SULFATE","Pain_Management","General_Pain","analgesic"
"KAITLIB FE","NORETH-ETHINYL ESTRADIOL/IRON","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. There is a small amount of iron (ferrous fumarate) in each of the 4 inactive pills taken during the fourth week. The inactive pills do not contain any hormones. These pills are meant to keep you in the habit of taking 1 pill each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","KAITLIB FE_NORETH-ETHINYL ESTRADIOL/IRON","Dermatology","Acne","acne"
"KALBITOR","ECALLANTIDE","This medication is used to treat an acute attack of a certain immune disease passed down through families (hereditary angioedema-HAE). Ecallantide blocks a natural substance produced by the body (kallikrein) which acts to increase amounts of another natural substance (bradykinin) thought to cause the symptoms seen during an acute attack of HAE. This medication does not cure HAE. Ecallantide may lessen the symptoms during an acute attack of HAE such as rapid swelling and pain of the hands, feet, limbs, face, tongue, or throat. When attacks involve the intestines, symptoms may include abdominal pain/cramps, diarrhea or vomiting. Attacks of swelling may occur without reason. However, anxiety, stress, sickness, and surgery may trigger attacks in some people.","KALBITOR_ECALLANTIDE","Psychiatry","Anxiety_Disorders","anxiety"
"KALETRA","LOPINAVIR/RITONAVIR","This combination product contains two medications: lopinavir and ritonavir. This product is used with other HIV medications to help control HIV infection. It helps to decrease the amount of HIV in your body so your immune system can work better. This lowers your chance of getting HIV complications (such as new infections, cancer) and improves your quality of life. Both lopinavir and ritonavir belong to a class of drugs known as HIV protease inhibitors. Ritonavir increases (""boosts"") the levels of lopinavir. This helps lopinavir work better. Lopinavir/ritonavir is not a cure for HIV infection. To decrease your risk of spreading HIV disease to others, do all of the following: (1) continue to take all HIV medications exactly as prescribed by your doctor, (2) always use an effective barrier method (latex or polyurethane condoms/dental dams) during all sexual activity, and (3) do not share personal items (such as needles/syringes, toothbrushes, and razors) that may have contacted blood or other body fluids. Consult your doctor or pharmacist for more details.","KALETRA_LOPINAVIR/RITONAVIR","Infectious_Disease","HIV_AIDS","hiv"
